ID  объявления,Метро,Адрес,время пешком
274988433,м. Электрозаводская ,"Москва,  Ухтомская улица,  6",10
274093406,м. Лефортово ,"Москва,  Авиамоторная улица,  9",5
273537399,м. Лефортово ,"Москва,  Солдатский переулок,  10",5
215311828,м. Авиамоторная ,"Москва,  шоссе Энтузиастов,  26",2
274925503,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак5",11
191097631,м. Площадь Ильича ,"Москва,  Волочаевская улица,  8",17
274701539,м. Москва-Товарная ,"Москва,  проезд Невельского,  3к1",28
257385920,м. Авиамоторная ,"Москва,  проезд Невельского,  3к1",16
271950828,м. Лефортово ,"Москва,  Красноказарменная улица,  3",36
274807526,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак6",4
275004297,м. Римская ,"Москва,  шоссе Энтузиастов,  3к2",11
274829197,м. Площадь Ильича ,"Москва,  Таможенный проезд,  10",8
265883404,м. Лефортово ,"Москва,  1-й Краснокурсантский проезд,  3/5К1",12
273643530,м. Площадь Ильича ,"Москва,  Волочаевская улица,  13",9
274736026,м. Лефортово ,"Москва,  улица Лефортовский Вал,  16А",8
274573001,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак6",4
273602413,м. Авиамоторная ,"Москва,  Душинская улица,  16",12
274626867,м. Площадь Ильича ,"Москва,  улица Золоторожский Вал,  8",8
274925977,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак6",5
274932722,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
274187029,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
271165787,м. Авиамоторная ,"Москва,  шоссе Энтузиастов,  11АК1",5
274664709,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак2",8
273777684,м. Авиамоторная ,"Москва,  Энергетическая улица,  7",9
271720246,м. Площадь Ильича ,"Москва,  шоссе Энтузиастов,  3к2",9
274378812,м. Лефортово ,"Москва,  Красноказарменная улица,  9",10
274343399,м. Площадь Ильича ,"Москва,  шоссе Энтузиастов,  3к1",0
274247231,м. Лефортово ,"Москва,  Наличная улица,  3",0
267475284,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
274998623,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак2",9
273821506,м. Авиамоторная ,"Москва,  проезд Невельского,  3к2",13
274420250,м. Площадь Ильича ,"Москва,  улица Золоторожский Вал,  8",10
273804826,м. Авиамоторная ,"Москва,  шоссе Энтузиастов,  11АК4",5
274739281,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
274696326,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
267165954,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
274696329,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
273740471,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
274311876,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
273740466,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
272837538,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак2",8
273875730,м. Авиамоторная ,"Москва,  проезд Невельского,  6к2",15
273740470,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
271334505,м. Римская ,"Москва,  шоссе Энтузиастов,  3к1",0
274482889,м. Москва-Товарная ,"Москва,  шоссе Энтузиастов,  3к2",8
274039237,м. Римская ,"Москва,  шоссе Энтузиастов,  3к2",10
274634125,м. Авиамоторная ,"Москва,  проезд Невельского,  6к2",15
274438937,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак6",4
273222352,м. Авиамоторная ,"Москва,  проезд Невельского,  3к2",15
205072183,м. Лефортово ,"Москва,  Ухтомская улица,  16К2",7
274476546,м. Электрозаводская ,"Москва,  улица Госпитальный Вал,  22/2",13
274012362,м. Лефортово ,"Москва,  Солдатская улица,  6",0
273446341,м. Авиамоторная ,"Москва,  1-й Краснокурсантский проезд,  3/5К14",18
274930978,м. Площадь Ильича ,"Москва,  Таможенный проезд,  12",8
257650975,м. Лефортово ,"Москва,  Княжекозловский переулок,  6",10
274436806,м. Площадь Ильича ,"Москва,  Волочаевская улица,  10",17
274865767,м. Авиамоторная ,"Москва,  проезд Невельского,  1к3",10
274521209,м. Авиамоторная ,"Москва,  Энергетическая улица,  20",9
213066263,м. Лефортово ,"Москва,  Сторожевая улица,  30К2",8
197768174,м. Площадь Ильича ,"Москва,  Волочаевская улица,  2",18
267910362,м. Авиамоторная ,"Москва,  улица 2-я Синичкина,  16",16
274757091,м. Лефортово ,"Москва,  Ухтомская улица,  20",5
274535232,м. Площадь Ильича ,"Москва,  Волочаевская улица,  14К3",15
273299551,м. Лефортово ,"Москва,  Сторожевая улица,  24Б",6
274612641,м. Авиамоторная ,"Москва,  Энергетическая улица,  20",9
274903162,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак1",9
272941528,м. Авиамоторная ,"Москва,  Авиамоторная улица,  25",8
274880603,м. Авиамоторная ,"Москва,  Красноказарменная улица,  14Ак2",5
274154039,м. Площадь Ильича ,"Москва,  улица Золоторожский Вал,  8",9
260637999,м. Шаболовская ,"Москва,  улица Стасовой,  12",14
274528710,м. Тульская ,"Москва,  Духовской переулок,  17с1",8
266512894,м. Тульская ,"Москва,  Духовской переулок,  19",10
274781080,м. Тульская ,"Москва,  Духовской переулок,  17с1",8
263147794,м. Крымская ,"Москва,  Загородное шоссе,  8К2",8
263763136,м. Крымская ,"Москва,  Загородное шоссе,  8К7",5
274144128,м. Шаболовская ,"Москва,  улица Шаболовка,  54",8
274301564,м. Крымская ,"Москва,  Загородное шоссе,  4К2",7
274672380,м. Ленинский проспект ,"Москва,  Ленинский проспект,  35",6
274832504,м. Верхние котлы ,"Москва,  Варшавское шоссе,  17С5",16
274091957,м. Тульская ,"Москва,  Варшавское шоссе,  10К4",15
274671227,м. Ленинский проспект ,"Москва,  4-й Верхний Михайловский проезд,  10К3",12
272574106,м. Ленинский проспект ,"Москва,  4-й Верхний Михайловский проезд,  10К1",16
274220582,м. Верхние котлы ,"Москва,  Варшавское шоссе,  16к3",4
273013503,м. Крымская ,"Москва,  Севастопольский проспект,  3К4",6
214759916,м. Шаболовская ,"Москва,  улица Стасовой,  12",10
274550319,м. Крымская ,"Москва,  Загородное шоссе,  9К1",4
274911766,м. Шаболовская ,"Москва,  улица Шаболовка,  54",5
273786130,м. Шаболовская ,"Москва,  улица Шаболовка,  30/12",1
198872959,м. Тульская ,"Москва,  Духовской переулок,  17",8
273781149,м. Шаболовская ,"Москва,  Малая Калужская улица,  8",11
267681833,м. Ленинский проспект ,"Москва,  улица Вавилова,  6",1
271564582,м. Ленинский проспект ,"Москва,  Ленинский проспект,  22",10
274806658,м. Крымская ,"Москва,  Загородное шоссе,  3К3",9
268786674,м. Крымская ,"Москва,  Загородное шоссе,  5К3",9
274138052,м. Крымская ,"Москва,  Севастопольский проспект,  7К6",3
271496894,м. Ленинский проспект ,"Москва,  5-й Донской проезд,  21К12",7
264284770,м. Крымская ,"Москва,  Загородное шоссе,  8кВ",6
274891898,м. Крымская ,"Москва,  Загородное шоссе,  6К2",7
271279605,м. Шаболовская ,"Москва,  улица Стасовой,  12",14
268246355,м. Крымская ,"Москва,  Загородное шоссе,  15К2",2
274600736,м. Шаболовская ,"Москва,  улица Стасовой,  12",14
271977736,м. Ленинский проспект ,"Москва,  улица Орджоникидзе,  6/9",9
190713425,м. Шаболовская ,"Москва,  2-й Верхний Михайловский проезд,  6",10
189686397,м. Шаболовская ,"Москва,  улица Шаболовка,  52",10
274588586,м. Крымская ,"Москва,  Севастопольский проспект,  1К3",8
274486465,м. Шаболовская ,"Москва,  улица Шаболовка,  54",8
260517435,м. Крымская ,"Москва,  Загородное шоссе,  4К2",7
274714164,м. Крымская ,"Москва,  Загородное шоссе,  4К2",8
270068760,м. Тульская ,"Москва,  Духовской переулок,  19с2",8
273127010,м. Тульская ,"Москва,  4-й Верхний Михайловский проезд,  3к1",18
270995874,м. Крымская ,"Москва,  Севастопольский проспект,  3К4",7
274665809,м. Ленинский проспект ,"Москва,  улица Орджоникидзе,  6/9",9
274693159,м. Ленинский проспект ,"Москва,  улица Орджоникидзе,  6/9",9
273869986,м. Ленинский проспект ,"Москва,  Ленинский проспект,  37А",0
274829183,м. Ленинский проспект ,"Москва,  улица Орджоникидзе,  6К2",9
274936672,м. Крымская ,"Москва,  Загородное шоссе,  8К3",6
272851449,м. Крымская ,"Москва,  Загородное шоссе,  4К3",9
274284939,м. Тульская ,"Москва,  Большая Тульская улица,  54К3",9
264290734,м. Тульская ,"Москва,  Духовской переулок,  19",10
272439244,м. Верхние котлы ,"Москва,  Варшавское шоссе,  10К1",10
272022473,м. Ленинский проспект ,"Москва,  Ленинский проспект,  37",3
267671557,м. Тульская ,"Москва,  Большая Тульская улица,  54",7
268828428,м. Ленинский проспект ,"Москва,  2-й Верхний Михайловский проезд,  6",13
271553503,м. Верхние котлы ,"Москва,  Варшавское шоссе,  16",7
270802509,м. Верхние котлы ,"Москва,  Варшавское шоссе,  9с28",19
274534708,м. Шаболовская ,"Москва,  улица Шаболовка,  30/12",2
274501671,м. Ленинский проспект ,"Москва,  Ленинский проспект,  20",16
273971597,м. Площадь Гагарина ,"Москва,  улица Вавилова,  2",6
270560242,м. Ленинский проспект ,"Москва,  Ленинский проспект,  25",15
274938324,м. Ленинский проспект ,"Москва,  улица Вавилова,  2",3
271803465,м. Тульская ,"Москва,  Духовской переулок,  17с1",7
270973558,м. Тульская ,"Москва,  Варшавское шоссе,  9с28",10
273384995,м. Тульская ,"Москва,  Большая Тульская улица,  54",5
270791379,м. Тульская ,"Москва,  Варшавское шоссе,  9с28",13
274657635,м. Тульская ,"Москва,  Духовской переулок,  19с2",10
271723525,м. Ленинский проспект ,"Москва,  Ленинский проспект,  22",15
267708016,м. Ленинский проспект ,"Москва,  улица Вавилова,  6",3
271434708,м. Ленинский проспект ,"Москва,  Ленинский проспект,  26",10
274898392,м. Тульская ,"Москва,  Духовской переулок,  17С10",9
272008549,м. Ленинский проспект ,"Москва,  Ленинский проспект,  37А",1
272265601,м. Ленинский проспект ,"Москва,  3-й Донской проезд,  1",10
274112069,м. Крымская ,"Москва,  Загородное шоссе,  13",5
274995491,м. Верхние котлы ,"Москва,  Варшавское шоссе,  18К2",2
197248724,м. Нагатинская ,"Москва,  Варшавское шоссе,  18К2",15
244267201,м. Шаболовская ,"Москва,  улица Стасовой,  12",14
227466340,м. Крымская ,"Москва,  Севастопольский проспект,  7К2",4
274320932,м. Площадь Гагарина ,"Москва,  5-й Донской проезд,  21К3",10
270466319,м. Тульская ,"Москва,  Варшавское шоссе,  17С5",15
274896131,м. Крымская ,"Москва,  Загородное шоссе,  9К1",3
187082311,м. Тульская ,"Москва,  Варшавское шоссе,  2",12
269801098,м. Тульская ,"Москва,  Варшавское шоссе,  17С5",10
261265401,м. Крымская ,"Москва,  Загородное шоссе,  6К1",6
257271703,м. Тульская ,"Москва,  Варшавское шоссе,  2",12
273813738,м. Верхние котлы ,"Москва,  Варшавское шоссе,  18К3",3
273055125,м. Крымская ,"Москва,  Загородное шоссе,  8К2",8
274933848,м. Ленинский проспект ,"Москва,  улица Орджоникидзе,  14",2
264368219,м. Тульская ,"Москва,  Духовской переулок,  19с2",12
274568259,м. Тульская ,"Москва,  Большая Тульская улица,  54",7
274917695,м. Шаболовская ,"Москва,  улица Шаболовка,  46К1",6
274239295,м. Верхние котлы ,"Москва,  Варшавское шоссе,  16к3",4
273111661,м. Шаболовская ,"Москва,  Ленинский проспект,  23",14
274764054,м. Крымская ,"Москва,  Загородное шоссе,  9К1",4
274902487,м. Шаболовская ,"Москва,  4-й Верхний Михайловский проезд,  3к1",17
206924639,м. Шаболовская ,"Москва,  улица Шаболовка,  30/12",2
273471952,м. Тульская ,"Москва,  Большая Тульская улица,  54",5
274633182,м. Ленинский проспект ,"Москва,  Ленинский проспект,  37А",0
274984329,м. Шаболовская ,"Москва,  2-й Верхний Михайловский проезд,  3",15
274754343,м. Тульская ,"Москва,  Духовской переулок,  17С11",11
274456702,м. Шаболовская ,"Москва,  улица Шаболовка,  30",1
274493338,м. Тульская ,"Москва,  Духовской переулок,  19с2",12
273780166,м. Ленинский проспект ,"Москва,  улица Вавилова,  2/1",3
274354907,м. Зюзино ,"Москва,  Севастопольский проспект,  7К1",132
274843149,м. Крымская ,"Москва,  Загородное шоссе,  9К1",4
271251136,м. Ленинский проспект ,"Москва,  Ленинский проспект,  37",2
274968739,м. Тульская ,"Москва,  Варшавское шоссе,  9",11
272234146,м. Тульская ,"Москва,  Варшавское шоссе,  9с28",14
201567460,м. Ленинский проспект ,"Москва,  Ленинский проспект,  22",10
271775138,м. Шаболовская ,"Москва,  4-й Верхний Михайловский проезд,  4к1",18
262265791,м. Ленинский проспект ,"Москва,  Ленинский проспект,  30",6
274968619,м. Тульская ,"Москва,  Духовской переулок,  19с2",12
274105787,м. Ленинский проспект ,"Москва,  4-й Верхний Михайловский проезд,  10К3",15
274776840,м. Ленинский проспект ,"Москва,  Ленинский проспект,  37",3
274740046,м. Крымская ,"Москва,  Загородное шоссе,  5К1",9
272485670,м. Крымская ,"Москва,  Севастопольский проспект,  7К2",2
271449970,м. Крымская ,"Москва,  Севастопольский проспект,  7К5",3
273100765,м. Крымская ,"Москва,  Загородное шоссе,  6К3",9
167500701,м. Крымская ,"Москва,  Загородное шоссе,  6К1",6
274244077,м. Площадь Гагарина ,"Москва,  5-й Донской проезд,  21К12",10
218769426,м. Шаболовская ,"Москва,  Ленинский проспект,  23",14
274396153,м. Крымская ,"Москва,  Загородное шоссе,  4К2",7
271733347,м. Верхние котлы ,"Москва,  Варшавское шоссе,  16к1",5
272697819,м. Крымская ,"Москва,  Загородное шоссе,  4К2",7
273472864,м. Тульская ,"Москва,  Варшавское шоссе,  2",12
274825641,м. Тульская ,"Москва,  Духовской переулок,  19с2",12
274740196,м. Тульская ,"Москва,  Большая Тульская улица,  54К3",9
274166285,м. Верхние котлы ,"Москва,  Варшавское шоссе,  16к1",3
272567258,м. Шаболовская ,"Москва,  улица Шаболовка,  30/12",2
256980520,м. Ленинский проспект ,"Москва,  улица Вавилова,  6",3
271652758,м. Тульская ,"Москва,  Духовской переулок,  19",10
274354998,м. Ленинский проспект ,"Москва,  Ленинский проспект,  37А",1
273778145,м. Ленинский проспект ,"Москва,  улица Вавилова,  2",5
274877146,м. Верхние котлы ,"Москва,  Загородное шоссе,  5К4",11
274392236,м. Верхние котлы ,"Москва,  Варшавское шоссе,  18К3",3
274461982,м. Крымская ,"Москва,  Севастопольский проспект,  9К3",2
274505443,м. Крымская ,"Москва,  Загородное шоссе,  11К1",4
271444239,м. Красные ворота ,"Москва,  Малый Козловский переулок,  8",8
274943018,м. Курская ,"Москва,  Казарменный переулок,  3",10
268823960,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С1",5
274309791,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С2",6
271109721,м. Курская ,"Москва,  переулок Лялин,  8С2",7
273002448,м. Красные ворота ,"Москва,  Фурманный переулок,  24",8
274901038,м. Бауманская ,"Москва,  Рубцовская набережная,  4К3",10
274623131,м. Бауманская ,"Москва,  Переведеновский переулок,  12",9
274402121,м. Курская ,"Москва,  улица Машкова,  16",11
272432252,м. Чистые пруды ,"Москва,  Потаповский переулок,  10",5
274402118,м. Курская ,"Москва,  улица Машкова,  17",12
274918518,м. Бауманская ,"Москва,  Рубцовская набережная,  2К1",10
274380665,м. Чистые пруды ,"Москва,  Чистопрудный бульвар,  9С1",5
271577355,м. Красные ворота ,"Москва,  улица Машкова,  16",10
274751762,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  43",2
273152760,м. Китай-город ,"Москва,  улица Покровка,  7/9-11К1",11
274445442,м. Чистые пруды ,"Москва,  Чистопрудный бульвар,  13С1",5
274748753,м. Китай-город ,"Москва,  Лубянский проезд,  17",2
271825085,м. Чистые пруды ,"Москва,  переулок Гусятников,  13/3",3
274961856,м. Курская ,"Москва,  переулок Лялин,  11-13/1С2",6
266748631,м. Курская ,"Москва,  Гороховский переулок,  8",6
273055392,м. Комсомольская ,"Москва,  Новорязанская улица,  30",7
273640543,м. Китай-город ,"Москва,  улица Покровка,  7/9-11К1",5
273536700,м. Китай-город ,"Москва,  Старосадский переулок,  8С3",6
273554700,м. Китай-город ,"Москва,  Хохловский переулок,  3С1",5
264466511,м. Китай-город ,"Москва,  Лубянский проезд,  17",4
266009426,м. Чистые пруды ,"Москва,  переулок Огородная Слобода,  14",5
273581754,м. Комсомольская ,"Москва,  Новорязанская улица,  30",0
271583443,м. Чистые пруды ,"Москва,  улица Жуковского,  9",7
272076629,м. Красные ворота ,"Москва,  Малый Козловский переулок,  8",5
263760927,м. Тургеневская ,"Москва,  переулок Огородная Слобода,  14",7
273007173,м. Курская ,"Москва,  Подсосенский переулок,  3",8
274750306,м. Бауманская ,"Москва,  Доброслободская улица,  4",10
274534234,м. Бауманская ,"Москва,  Бауманская улица,  58А",5
274376072,м. Чистые пруды ,"Москва,  переулок Огородная Слобода,  10",4
274106806,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С50",5
259623649,м. Курская ,"Москва,  Подсосенский переулок,  3к1",0
269033820,м. Бауманская ,"Москва,  Рубцовская набережная,  2К3",12
274959785,м. Бауманская ,"Москва,  Бакунинская улица,  5",5
272815185,м. Чистые пруды ,"Москва,  улица Жуковского,  5",8
268447723,м. Тургеневская ,"Москва,  Мясницкая улица,  24/7С2",3
272956503,м. Курская ,"Москва,  Подсосенский переулок,  3к1",10
270331989,м. Бауманская ,"Москва,  Спартаковский переулок,  24С1",7
273989814,м. Бауманская ,"Москва,  набережная Академика Туполева,  15",14
272719393,м. Китай-город ,"Москва,  улица Маросейка,  13С2",7
274255450,м. Бауманская ,"Москва,  Бакунинская улица,  5",2
272950421,м. Бауманская ,"Москва,  Бакунинская улица,  5",12
274380802,м. Курская ,"Москва,  набережная Академика Туполева,  15",21
274382187,м. Китай-город ,"Москва,  Хохловский переулок,  3С1",5
270864424,м. Красные ворота ,"Москва,  улица Машкова,  16",8
274042836,м. Китай-город ,"Москва,  улица Солянка,  1/2С2",6
270126236,м. Китай-город ,"Москва,  улица Покровка,  11",8
273895425,м. Чкаловская ,"Москва,  Большой Казенный переулок,  5",7
274273134,м. Китай-город ,"Москва,  улица Маросейка,  11",3
274309227,м. Красные ворота ,"Москва,  Малый Козловский переулок,  8",8
271774116,м. Красные ворота ,"Москва,  Малый Козловский переулок,  8",6
271305669,м. Курская ,"Москва,  Чистопрудный бульвар,  23С1",13
273430352,м. Китай-город ,"Москва,  улица Солянка,  1/2С1",3
268248668,м. Чкаловская ,"Москва,  Казарменный переулок,  3",9
265606210,м. Тургеневская ,"Москва,  Мясницкая улица,  24",3
234821650,м. Чистые пруды ,"Москва,  Кривоколенный переулок,  7",5
272813052,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С1",3
273088104,м. Чистые пруды ,"Москва,  Казарменный переулок,  3",13
269223275,м. Курская ,"Москва,  Казарменный переулок,  3",16
268833921,м. Тургеневская ,"Москва,  Мясницкая улица,  24/7С1",4
274535084,м. Бауманская ,"Москва,  Елизаветинский переулок,  6С1",15
272773273,м. Бауманская ,"Москва,  Бакунинская улица,  23-41",5
251803040,м. Бауманская ,"Москва,  Малая Почтовая улица,  10",7
270779732,м. Электрозаводская ,"Москва,  улица Госпитальный Вал,  5С4",12
222805687,м. Бауманская ,"Москва,  Доброслободская улица,  4",11
273990834,м. Курская ,"Москва,  переулок Лялин,  23-29С1",6
244983896,м. Китай-город ,"Москва,  Большой Спасоглинищевский переулок,  8",4
271070149,м. Курская ,"Москва,  переулок Лялин,  24-26С2",6
274099282,м. Китай-город ,"Москва,  Хохловский переулок,  10С7",6
274341562,м. Китай-город ,"Москва,  улица Маросейка,  10/1С1",3
272327488,м. Чкаловская ,"Москва,  переулок Лялин,  8С2",9
270329368,м. Электрозаводская ,"Москва,  Рубцовская набережная,  2К3",10
272697866,м. Курская ,"Москва,  улица Казакова,  17/1С1",7
272810653,м. Курская ,"Москва,  улица Казакова,  17/1С1",13
274445440,м. Красные ворота ,"Москва,  Новая Басманная улица,  16С3",8
271040947,м. Курская ,"Москва,  улица Покровка,  37",9
270808913,м. Китай-город ,"Москва,  Лубянский проезд,  17",2
268872664,м. Китай-город ,"Москва,  улица Маросейка,  13С2",4
273449629,м. Чистые пруды ,"Москва,  улица Покровка,  7/9-11К1",9
274827113,м. Чистые пруды ,"Москва,  улица Макаренко,  8",8
270850820,м. Китай-город ,"Москва,  улица Маросейка,  9",2
266990200,м. Чистые пруды ,"Москва,  Потаповский переулок,  14",8
274289545,м. Бауманская ,"Москва,  Бакунинская улица,  5",2
271616626,м. Чистые пруды ,"Москва,  улица Покровка,  19",8
273000021,м. Китай-город ,"Москва,  Хохловский переулок,  3С1",5
270997227,м. Красные ворота ,"Москва,  улица Машкова,  16",6
270117996,м. Чистые пруды ,"Москва,  улица Покровка,  11",9
269953167,м. Китай-город ,"Москва,  улица Солянка,  1/2С2",5
270351082,м. Китай-город ,"Москва,  улица Покровка,  11",8
274382576,м. Красные ворота ,"Москва,  улица Чаплыгина,  1/12С1",6
273251730,м. Курская ,"Москва,  Большой Казенный переулок,  5",5
272184134,м. Курская ,"Москва,  улица Покровка,  42С6",11
266827946,м. Курская ,"Москва,  улица Покровка,  42С6",10
272954135,м. Красные ворота ,"Москва,  Фурманный переулок,  24",7
272909303,м. Красные ворота ,"Москва,  Фурманный переулок,  24",8
273230426,м. Чистые пруды ,"Москва,  улица Покровка,  42С6",0
274135575,м. Красные ворота ,"Москва,  Малый Козловский переулок,  8",6
271339853,м. Чистые пруды ,"Москва,  улица Покровка,  19",8
274005711,м. Чистые пруды ,"Москва,  улица Покровка,  19",11
272424771,м. Чистые пруды ,"Москва,  улица Жуковского,  5",5
272144329,м. Чистые пруды ,"Москва,  улица Жуковского,  9",5
271229909,м. Красные ворота ,"Москва,  Малый Козловский переулок,  8",6
273785173,м. Чистые пруды ,"Москва,  переулок Гусятников,  13/3с1",5
251969231,м. Красные ворота ,"Москва,  Малый Козловский переулок,  8",7
270930257,м. Китай-город ,"Москва,  улица Маросейка,  11",2
234875806,м. Чистые пруды ,"Москва,  улица Покровка,  14/2С1",8
272096519,м. Тургеневская ,"Москва,  Мясницкая улица,  24/7С2",3
272279087,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С2",5
272096514,м. Тургеневская ,"Москва,  Мясницкая улица,  24/7С2",3
272279083,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С2",5
274194070,м. Чистые пруды ,"Москва,  переулок Гусятников,  13/3",4
268784975,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С2",2
268233744,м. Чкаловская ,"Москва,  Казарменный переулок,  3",6
266807139,м. Чистые пруды ,"Москва,  переулок Огородная Слобода,  14",6
272911813,м. Тургеневская ,"Москва,  Мясницкая улица,  24/7С1",4
271825086,м. Чистые пруды ,"Москва,  Чистопрудный бульвар,  15С1",5
271478778,м. Курская ,"Москва,  Казарменный переулок,  3",9
273785178,м. Курская ,"Москва,  Подсосенский переулок,  3к1",10
273256198,м. Курская ,"Москва,  Подсосенский переулок,  3к2",9
271452328,м. Чистые пруды ,"Москва,  Покровский бульвар,  14/6",12
274884841,м. Чкаловская ,"Москва,  Казарменный переулок,  3",6
269048945,м. Чкаловская ,"Москва,  Казарменный переулок,  3",6
169226301,м. Курская ,"Москва,  улица Земляной Вал,  23С1",3
272746305,м. Бауманская ,"Москва,  Старокирочный переулок,  6",5
272451298,м. Курская ,"Москва,  Казарменный переулок,  3",9
274739042,м. Курская ,"Москва,  переулок Токмаков,  10С3",10
264735088,м. Бауманская ,"Москва,  Старокирочный переулок,  6",6
185607351,м. Бауманская ,"Москва,  улица Фридриха Энгельса,  7-21",3
274230710,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С2",5
274020199,м. Бауманская ,"Москва,  Гороховский переулок,  21",13
273786338,м. Чкаловская ,"Москва,  улица Земляной Вал,  38-40/15С9",3
273726265,м. Красные ворота ,"Москва,  Хоромный тупик,  2/6",1
264476290,м. Чистые пруды ,"Москва,  Архангельский переулок,  9",6
273728425,м. Электрозаводская ,"Москва,  Большая Почтовая улица,  32к8",10
273212091,м. Бауманская ,"Москва,  Балакиревский переулок,  23",10
274162546,м. Бауманская ,"Москва,  Лефортовский переулок,  5/7С4",4
274992677,м. Курская ,"Москва,  переулок Лялин,  22",7
273576247,м. Электрозаводская ,"Москва,  улица Госпитальный Вал,  5К18",10
235868441,м. Бауманская ,"Москва,  Плетешковский переулок,  17С1",4
164248612,м. Бауманская ,"Москва,  Плетешковский переулок,  3АС1",3
272892635,м. Курская ,"Москва,  Гороховский переулок,  21",12
274593630,м. Электрозаводская ,"Москва,  улица Госпитальный Вал,  5К17",10
259343110,м. Бауманская ,"Москва,  набережная Академика Туполева,  15",17
215787753,м. Красносельская ,"Москва,  Нижняя Красносельская улица,  35С1",7
274952006,м. Красные ворота ,"Москва,  Старая Басманная улица,  9к2",9
274832635,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С49",7
274098901,м. Красные ворота ,"Москва,  улица Машкова,  13С1",10
263229275,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С50",5
274196030,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С50",5
222105912,м. Курская ,"Москва,  улица Земляной Вал,  38-40/15С9",6
272140026,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С2",8
274873045,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С7",9
228390739,м. Красные ворота ,"Москва,  Хоромный тупик,  2/6",1
266618254,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С3",5
274394381,м. Курская ,"Москва,  Подсосенский переулок,  3к1",0
180220316,м. Бауманская ,"Москва,  Плетешковский переулок,  8С1",3
170845111,м. Курская ,"Москва,  Подсосенский переулок,  3",8
274494734,м. Бауманская ,"Москва,  улица Фридриха Энгельса,  36",7
263144619,м. Бауманская ,"Москва,  улица Фридриха Энгельса,  36",7
274163128,м. Бауманская ,"Москва,  Бауманская улица,  33/2С8",1
273151551,м. Бауманская ,"Москва,  Бауманская улица,  33/2С8",2
272583804,м. Бауманская ,"Москва,  Бауманская улица,  33/2С8",2
274193454,м. Китай-город ,"Москва,  Подсосенский переулок,  19/28",15
270604848,м. Электрозаводская ,"Москва,  улица Госпитальный Вал,  5С4",12
273261720,м. Чистые пруды ,"Москва,  улица Жуковского,  2",5
273313447,м. Тургеневская ,"Москва,  Чистопрудный бульвар,  10С1",5
230499460,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  35С2",8
266270200,м. Чистые пруды ,"Москва,  Мясницкая улица,  24/7С1",5
274947134,м. Чистые пруды ,"Москва,  улица Жуковского,  2",7
274523927,м. Красные ворота ,"Москва,  Доброслободская улица,  4",60
274349839,м. Лефортово ,"Москва,  улица Госпитальный Вал,  5К11",15
273088154,м. Красные ворота ,"Москва,  Фурманный переулок,  12С1",8
274497801,м. Бауманская ,"Москва,  Нижняя Красносельская улица,  45/17",4
274246107,м. Красные ворота ,"Москва,  улица Машкова,  9С1",8
264910762,м. Бауманская ,"Москва,  Рубцовская набережная,  2К3",15
274333847,м. Бауманская ,"Москва,  набережная Академика Туполева,  15",15
274021375,м. Электрозаводская ,"Москва,  Рубцовская набережная,  2К1",10
231243187,м. Свиблово ,"Москва,  проезд Серебрякова,  11к1",10
268659775,м. Ботанический сад ,"Москва,  Сельскохозяйственная улица,  38к1",11
272337643,м. Ботанический сад ,"Москва,  Сельскохозяйственная улица,  38к2",11
